Unnamed: 0,line_num,og_line_num,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames,latitude,longitude
2012,2198,49886,199736257,CONVICT [?] IN VAN DI[?]MAN'S LAND. NO. 7. LAYING THE PHANTOM.,1892-09-03,4,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,2734,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199736257,https://nla.gov.au/nla.news-page21822038,"Superintendent Eyre listened attentively [?]xt morning to the report of the young [?]ers, regarding the vision they bad seen on the island cemetery. He did not believe, for",11.453320503234863,Empty,14,2016-01-31T08:18:30Z,0,0,0,text/18920903-326-199736257.txt,Empty,Empty,"TRENCH, SATAN, , ENGLAND, TRENCH, PENFOLD, GREEVES, ARGUS, ARGUS, GREEVEE, PENFOLD, GREAT, TRENCH, TRENCH",-34.38166666666667,148.4511111111111
2013,2199,49900,199739368,THE BENDIGO GHOST SCARE.,1898-09-03,12,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,243,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199739368,https://nla.gov.au/nla.news-page21892646,An extraordinary circumstance in connection with the prevailing ghost scare was reported to the police on Thursday night. Constable Owens was called to,185.74786376953125,Empty,1,2015-09-25T00:53:34Z,0,0,0,text/18980903-326-199739368.txt,Empty,Empty,,Empty,Empty
2014,2200,49908,199741457,THE GHOST IN ARMOUR. A CHRISTMAS STORY. WHAT MAY THIS MEAN,1898-01-01,9,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,2554,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199741457,https://nla.gov.au/nla.news-page21892198,"That thou, dead corse, again in complete steel, Revistest thus the glimpses of the moon, Making night hideous ?",116.06813049316406,Empty,0,Empty,0,0,0,text/18980101-326-199741457.txt,Empty,Empty,"Makinc, Knglish, Australia, Australia, Aus, Thatcher, Onpid, Sins, Australia, Frank, Victoria, Australia",-34.90363,139.20692
2015,2201,49914,199744091,THE GHOST IN ARMOUR. A CHRISTMAS STORY.,1897-12-25,9,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,2997,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199744091,https://nla.gov.au/nla.news-page21892188,"What may this [?] That [?] dead cor[?]e, again in complete [?] Revistest thus the glimpses of the moon,",148.90069580078125,Empty,0,Empty,0,0,0,text/18971225-326-199744091.txt,Empty,Empty,"SHAKESPB, ELDORADO, CREEK, PFFILT, ARARAT, INDIGO, OVENS, ENGLAND, UPPER MURRAY, MELBOURNE, INDIAN OCEAN, , ENGLAND, ENGLISH, TNCLIA, ENGLAND, ENGLISH, , ENGLISH, ENGLISH, ENGLISH",-14.81384,128.42735
2016,2202,49969,199842408,"THE CRADOCK GHOST. TO THE EDITOR,",1887-07-11,4 S,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,240,N,SECOND EDITION,Empty,Empty,https://nla.gov.au/nla.news-article199842408,https://nla.gov.au/nla.news-page22410136,Sir—Will you allow me space to correct Mr. Jones’s statement in reference to the smelling-salts or hartshorn that he used pretty freely instead of his thumb and knife?,159.15185546875,Empty,0,Empty,0,0,0,text/18870711-966-199842408.txt,Empty,Empty,,Empty,Empty
2017,2204,50030,199861322,"MR. HENNIKER HEATON AND HIS “GHOST.” SUED BY HIS SPEECHWRITER. [RECEIVED MARCH 14,12.45 P.M.] LONDON, MARCH 13.",1889-03-15,3 S,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,166,N,SECOND EDITION,Empty,Empty,https://nla.gov.au/nla.news-article199861322,https://nla.gov.au/nla.news-page22414130,"In the Court to-day a journalist named Robert Dennis sued Mr. J. Henniker Beaton, the well-known New South Wales colonist and member of the House",78.665771484375,Empty,0,Empty,0,0,0,text/18890315-966-199861322.txt,Empty,Empty,", ",Empty,Empty
2018,2205,50031,199861440,MR. HENNIKER HEATON'S GHOST.,1889-03-16,4,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,858,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199861440,https://nla.gov.au/nla.news-page22414135,"Ghosts, like ancient Gaul, are divided into three parts. There is, first, your ghost proper. He is the moat popular and beet known of all. He cornea to",186.82310485839844,Empty,0,Empty,0,0,0,text/18890316-966-199861440.txt,Empty,Empty,"BTAND, CHRISTMAS, , EANAGHER, AUSTRALIA, TIMES, AUSTRALIA, BARNABY",-37.49041284,149.6956949
2019,2206,50065,199878152,"NEXT WEEK WILL APPEAR, COMPLETE MISS TWEED'S GHOST STORY. CHILDREN’S COLUMN AT  NINE YEARS OLD.",1889-10-19,3,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,2348,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199878152,https://nla.gov.au/nla.news-page22413531,"It was in the fall of 186—, during those troublous times that tried men's souls and broke women's hearts, that a slip of a girl of about nine years stood on the platform at the",92.28317260742188,Empty,0,Empty,0,0,0,text/18891019-966-199878152.txt,Empty,Empty,"COLUMN, CLEVELAND, , IGTALL, COLONEL, COLONEL, PENNSYLVANIA, HEAVEN, HLIIN, PENNSYLVANIA, DUTCH, AMERICAN, AMERICAN, AMERICAN, LARGE",-33.89897704,151.2325437
2020,2207,50068,199878722,MISS TWEED'S GHOST STORY. A TALE FOE THE PEOPLE.,1889-10-26,3,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,3780,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199878722,https://nla.gov.au/nla.news-page22413559,"She did not tell the story very often. In the first place she was a woman of few words, who loved other to listen than to talk; and in the second Place. people",130.26870727539062,Empty,0,Empty,0,0,0,text/18891026-966-199878722.txt,Empty,Empty,"PEACE, CALLAWAY, HILLSHIRE, AMY, TWEEDS, , AMY, NOEL, NOEL, , , UNCLE WILLIAM, NOEL, H, LORDSHIP, MADAME, BBIVER, MADAME, ",-18.63026,124.74296
2021,2208,50202,199938768,UNIVERSITY SHAKSPEARE SOCIETY. “GHOSTS AND GHOSTLAND.”,1898-08-12,3 S,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,673,N,ONE O'CLOCK EDITION,Empty,Empty,https://nla.gov.au/nla.news-article199938768,https://nla.gov.au/nla.news-page22405073,On Thursday evening the Rev. A. E. Beilby delivered a lecture on “Gbosts and Ghostland in Shakspeare” before the members and friends of the Shakspeare Society. Mr. J. H.,15.590287208557127,Empty,0,Empty,0,0,0,text/18980812-966-199938768.txt,Empty,Empty,"Ghostland, Shakspeare, Elizabethan, Shakspeare, Avon, Banquo, Hamlet, Shakspeare, Adelaide",-31.74012112,145.692886
2022,2209,50265,199955788,THE DAY OF REST. THE SPIRITUAL LIFE IN OUR CHURCHES.,1900-04-07,6,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,3584,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199955788,https://nla.gov.au/nla.news-page22418621,"[The following address was delivered by the Rev. -Joseph Robertson, M-A., of Stow Church, Adelaide, to the International Congregational Council, which met at",3.499544143676758,Empty,0,Empty,0,0,0,text/19000407-966-199955788.txt,Empty,Empty,"ADELAIDE, BOSTON, WRPRNG, CHURCH, GOD, GBNRCH, CLOD, CHRISTIAN, TVORID, AGAIN, SOUND, AUSTRALIAN, CHRISTIAN, GOSPEL, CHRISTIAN, CHRIST, EPHESUS, FATHER, SPIRIT, GHRIST, GOD, PEACE, GOD, SPIRIT, GOD, CHURCH, SOUTHAMPTON, , CHRISTIAN, CHRISTIAN, GHRIST, GOD, GOD, AMERICA, AUSTRALIA, ENGLAND, DUTY, JERUSALEM, HIM, LONDQN, GHURCH, CHURCH",-34.9281805,138.5999312
2023,2210,50276,199963347,THE GHOST OF AIRLIE. SPECTRAL DRUMMER WHO SOUNDS THE TATTOO OF DEATH,1900-07-21,4,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,427,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199963347,https://nla.gov.au/nla.news-page22416110,Who heard the ghostly drummer of Cortachy Castle beat the death-roll of the late Furl of Airiie? His spectral tattoo is ever the herald of death to the heads of the,111.15194702148438,Empty,0,Empty,0,0,0,text/19000721-966-199963347.txt,Empty,Empty,"AIRIIE, AIRIY, AIRLIE, SILENCE, , SOUTH AFRICA, SOUTH AFRICA",-38.74791325,143.4337539
2024,2211,50294,199968814,HAUNTED HOUSES. STRANGE STORIES OF LONDON “ GHOSTS.”,1900-09-29,5,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,1428,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199968814,https://nla.gov.au/nla.news-page22416392,"The extraordinary interest that has been excited in the supposed appearance of a ghost at a window in Edit a Villas, West [?]ensington, recalls similar though not quite",33.19417190551758,Empty,1,2021-10-04T23:36:51Z,0,0,0,text/19000929-966-199968814.txt,Empty,Empty,", EDIT, SCOTLAND, , WEST KENSINGTON, HOLLAND HOUSE, HOLLAND HOUSE, , HOLLAND, CHANCERY, BELGRAVE-SQUARE, , ",-37.96865314,145.1896441
2025,2212,50301,199970408,THE DAY OF REST. “THE WORK OF THE HOLY SPIRIT.”,1900-10-20,6,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,6817,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199970408,https://nla.gov.au/nla.news-page22416478,“The Work of the Holy Spirit” was the title of the presidential address delivered by the Rev. George Rayner before the Congregational Union of South Australia on,1.1420828104019165,Empty,0,Empty,0,0,0,text/19001020-966-199970408.txt,Empty,Empty,"Him, Jesus, Jesus, Christ, Spirit, Divine, Faith, Christ, Temple, Holies, Divine, Pekin, vnpor-, Balaam, Saul, Spirit, Spirit, Satan, Spirit, Church, Heaven, Hoiland, Christ, Christ, Tfris, Jesus, Christian, Christendom, Quaker, Baptist, Humanity, Spirit, Twork, Cross, Divine, Christian, Christian, Him, Spirit, Spirit, Spirit",-33.79009156,150.9233811
2026,2213,50308,199973054,THE STORYTELLER. SAO LUNG’S GHOSTS.  (ILLUSTRATED MAIL.”),1900-11-24,3,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Article,2959,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article199973054,https://nla.gov.au/nla.news-page22416613,"“What’s the matter, old chap? You look very worried.” “Don’t know about looking worried,” Forrester answered. “I certainly feel duced",4.368261337280273,Empty,0,Empty,0,0,0,text/19001124-966-199973054.txt,Empty,Empty,"MALL, DCIORE, ONINESE, PRINCE XUAN, PEKIN, PEKIN, CHINAMAN, PEKIN, PEKIN, PEKIN, CHINESE, PRINCE TUAN, PEKIN, PEKIN, PEKIN, CHINAMAN, WITNESS, SHANGHAI, PEKIN, CLAYIAN, MANEE, CHINAMAN, CHINAMEN, SHANGHAI, PEKIN, CHINAMAN",-27.68648,118.64641
2027,2214,50393,200217667,CORRESPONDENCE. FRYERSTOWN GHOST.,1900-11-30,2,582,Mount Alexander Mail (Vic. : 1854 - 1917),Article,405,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200217667,https://nla.gov.au/nla.news-page22203065,"SIR.--A veritable active, visible and disappearing ghost, fulfilling all the old traditions of the ghostal family. What the people here have done to bring about such a visitation has caused",202.39122009277344,Empty,0,Empty,0,0,0,text/19001130-582-200217667.txt,Empty,Empty,South Africa,-34.92144,138.59958
2028,2215,50428,200239868,A GHOSTLY APPEARANCE AT AUBURN. EXCITEMENT IN THE NEIGHBORHOOD.,1899-04-15,3,960,"The Snowy River Mail and Tambo and Croajingolong Gazette (Orbost, Vic. : 1890 - 1911)",Article,526,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200239868,https://nla.gov.au/nla.news-page21670160,"The some sceptics may deny belief in visitants from another sphere, yot with the majority of folk tho belief dies bard.",9.654973983764648,Empty,0,Empty,0,0,0,text/18990415-960-200239868.txt,Empty,Empty,"Queensland, Air, St. Vitas, Alolbourno",-22.48694,144.43167
2029,2216,50478,200253733,"WHERE DID THE ""GHOST IDEA"" COME FROM?",1890-11-15,14,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,1926,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200253733,https://nla.gov.au/nla.news-page21826045,"Lady Welby has been very badly reported, so [?]ly that it is difficult to decide from the condensed account of in The Times whether she was on the side of the materialists or on",148.36480712890625,Empty,0,Empty,0,0,0,text/18901115-326-200253733.txt,Empty,Empty,", LEEDS, GUIANA, US",-31.89843621,115.8818796
2030,2217,50481,200254609,MARTS GHOST. A PATHETIC BALLAD.,1890-10-25,4,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,351,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200254609,https://nla.gov.au/nla.news-page21825979,"""Twas in the middle of the night, To sleep young William tried; When Mary's ghost came stealing in, And stood at his bedside.",172.3131866455078,Empty,0,Empty,0,0,0,text/18901025-326-200254609.txt,Empty,Empty,Bedford Row,-15.98912,128.3965
2031,2218,50602,200310568,"""THE GHOST"" AND THE PRESBYTERY OF MELBOURNE. TO THE EDITOR.",1883-09-15,1085,947,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",Article,973,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200310568,https://nla.gov.au/nla.news-page22080953,"SIR,—Your correspondent, ""The Ghost,"" in writing ""Echoes of Melbourne,"" which appeared in to-day's issue of the Examiner, has devoted a paragraph to the Presbytery of",122.63446044921876,Empty,0,Empty,0,0,0,text/18830915-947-200310568.txt,Empty,Empty,"V, Melbourne, Church, Melbourne, Christian, Viotoria, Victoria, Melbourne, Australasian, .Viotoria, Victoria, Tasmania, Launceatorj, Tasmania",-31.115000000000002,152.8511111111111
2032,2219,50625,200313326,TRUE GHOST STORIES,1883-05-26,558,947,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",Article,579,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200313326,https://nla.gov.au/nla.news-page22080426,"The two ghost stories told by our most eminent anatomist are as romantic in their way as any told by the Psychological Society. When, hardly more than a lad",203.6809234619141,Empty,0,Empty,0,0,0,text/18830526-947-200313326.txt,Empty,Empty,"Bay, Ethiopian, Castle, Castle",-33.30604,136.64053
2033,2220,50851,200366325,SPIRITUAL WIVES.,1876-05-30,3,950,"The Tasmanian Tribune (Hobart Town, Tas. : 1872 - 1876)",Article,968,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200366325,https://nla.gov.au/nla.news-page22159405,"The depressed state of the manufacturing business is again illustrated by the closing of what was generally supposed, to he a large and flourishing manufactory.",10.942468643188477,Empty,0,Empty,0,0,0,text/18760530-950-200366325.txt,Empty,Empty,"WIVES, Utah, Chittenden, Ghittcndcn, Chittenden, Utah, Chittenden, Utah",-33.73231126,151.1639318
2034,2221,50867,200376202,THE WESTBURY GHOST.,1873-05-24,2,950,"The Tasmanian Tribune (Hobart Town, Tas. : 1872 - 1876)",Article,641,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200376202,https://nla.gov.au/nla.news-page22161392,"For some years past the vicinity of Carrick has been frequented by ghosts, especially the Westbury side of the bridge a lady dressed",202.67584228515625,Empty,0,Empty,0,0,0,text/18730524-950-200376202.txt,Empty,Empty,"Qaks, -these, Wot, Sillwood, Olband",-35.28382,138.92369
2035,2222,50912,200387919,LECTURE ON SPIRITUALISM.,1879-05-19,2,951,"Tribune (Hobart, Tas. : 1876 - 1879)",Article,1772,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200387919,https://nla.gov.au/nla.news-page22165395,"The Rev. Mr. St[?]rie delivered last evening, in St. Andrew's Church, the first of a series of lectures, in which he proposes to deal with "" Spiritualism "" in its present, its past, and",5.457426071166992,Empty,0,Empty,0,0,0,text/18790519-951-200387919.txt,Empty,Empty,"ST., LIU, , EUROPO, PARIS, LYONS, AUSTRALIAN, INDIA, EUROPO, T, FATHER, ENGLISH, CHRIST, GOD, HIM, SATAU, PAGANISM",-37.80581315,145.0273741
2036,2223,50931,200418688,EVIDENCES OF SPIRITUALISM.,1882-12-27,2,582,Mount Alexander Mail (Vic. : 1854 - 1917),Article,2014,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200418688,https://nla.gov.au/nla.news-page21943121,"We have received from Mr W. D. C. Donovan, of Sandhurst, a ponderous volume of 698 plages, bearing the above title. Having delivered lectures in Sandhurst on "" Spiritualism,"" which",7.9091339111328125,Empty,65,2020-07-17T12:36:10Z,5,0,2,text/18821227-582-200418688.txt,Empty,Empty,"SANDHURST, SANDHURST, CARDIFF, SOUTH WALES, MELBOURNE, CARDIFF, CASTLEMAINE, CLUTHA, CARDIFF, LIGURIA, , CARDIFF, ERICSVILLE, EAST, INDIAN, ENGLISH, ENGLISH, , AMERICA, INDIA, SANDHURST, KNOCK, IRELAND, DEVIL, BIBLICAL, FARRAR, SPIRITUALISM",-37.83795,140.73698
2037,2224,50946,200458023,A GHOST STORY FROM THE SEA.,1881-12-13,8,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,659,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200458023,https://nla.gov.au/nla.news-page21835026,"A correspondent writes as follows to the ""Birmingham Daily Post"" : A year or two ago you published a remarkable account of an apparition which was seen",158.93292236328125,Empty,0,Empty,0,0,0,text/18811213-326-200458023.txt,Empty,Empty,"SHEFFIELD, ATHOLE, , UNITED STATES, SAN FRANCISCO, SAN FRANCISCO",-41.38425,146.33617
2038,2225,50968,200481759,THE EVERLASTING GHOST. A PHANTOM THAT HAS MADE LITTLE PROGRESS IN THOUSANDS OF YEARS.,1893-07-08,7,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1955)",Article,500,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article200481759,https://nla.gov.au/nla.news-page22132899,We are asked to believe in ghosts because in every age there have been ghost stones. But would it not be more natural to suppose that in every age the,101.08840942382812,Empty,0,Empty,0,0,0,text/18930708-326-200481759.txt,Empty,Empty,"Thousands, Mm, .three",-40.82309,145.19131
