,line_num,og_line_num,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames
1009,1108,23714,146903076,SINGULAR OCCURRENCE AT SINGLETON. A MYSTERIOUS APPARITION.,1895-06-11,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,480,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146903076,https://nla.gov.au/nla.news-page17584565,"THE town of Singleton last week was much excited over the supposed appearance of a ghost. Some years ago a man named Vickery, who had in the",33.79758834838867,Empty,0,Empty,0,0,0,text/18950611-731-146903076.txt,Empty,Empty,"Ills, Iba"
1010,1109,23734,146952621,GLADSTONE'S GHOSTS.,1893-12-21,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,604,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146952621,https://nla.gov.au/nla.news-page17582564,"TALKING in the House of Commons last night, (says Mr. Henry Lucy in his letter to the S. M. Herald) Mr Gladstone let fail one of those casual remarks which",12.240495681762695,Empty,0,Empty,0,0,0,text/18931221-731-146952621.txt,Empty,Empty,"MABHONALAUD, LIVER, CANNING, , PODOPBYL, QUEENSLAND, CHEMIST"
1011,1110,23743,146956705,"MR. STEAD AND HIS GHOSTS. LETTERS FROM THE ""OTHER SIDE.""",1893-09-15,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,1766,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146956705,https://nla.gov.au/nla.news-page17582204,"IN the first number of ""Borderland,"" the journal of the Psychical Research Society, just issued Mr. Stead, in a prefatory editorial note, save he has set",4.081969738006592,Empty,0,Empty,0,0,0,text/18930915-731-146956705.txt,Empty,Empty,"Borderland, Miss, Julia, Minerva, Julia, Vi, New, Wy, Beloved, Ihe, Saviour"
1012,1111,23756,146964190,"""SPIRITS AND THEIR WAYS."" MATERIALISATIONS.",1893-03-16,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,1280,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146964190,https://nla.gov.au/nla.news-page17581521,"THE days of ghost-catching are practicality part. The mediums who ""material[?] splrit-forme are wary, and materl[?] in the presence of those who are",31.406482696533203,Empty,0,Empty,0,0,0,text/18930316-731-146964190.txt,Empty,Empty,"Tbe, Cince, Ffiince, Uudereucb, Bastian, Florentine, Queensland, Chemist"
1013,1112,23765,146970321,SYDNEY. SIR ALFRED STEPHENS. SPIRITUALIST EXPOSURES. OCTOBER 20.,1894-10-24,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,1246,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146970321,https://nla.gov.au/nla.news-page17583713,"THE death of Sir Alfred Stephens the other day, at the ripe old age of 92, seemed to snap one of the links that bound this present up-to-date civilisation",1.5469669103622437,Empty,0,Empty,0,0,0,text/18941024-731-146970321.txt,Empty,Empty,"STDNBY, Sydney, Sydney, Australian, European, J, Large, Queensland"
1014,1113,23766,146971136,"""DO GHOSTS BE WALKIN'?""",1894-12-20,2,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,450,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article146971136,https://nla.gov.au/nla.news-page17583924,"THE spook controversy in Sydney (says ""Woomera"" in the Australasian) seems to have resolved itself into this position. The cleverness of Mrs. Mellon and Mr.",4.431845664978027,Empty,0,Empty,0,0,0,text/18941220-731-146971136.txt,Empty,Empty,"Sydney, Australasian, Hoakina"
1015,1117,23827,147000068,A GHOST OF THE PAST.,1893-11-03,2 S,715,The Narracoorte Herald (SA : 1875 - 1954),Article,1506,N,Empty,Supplement to the Narracoorte Herald,Empty,https://nla.gov.au/nla.news-article147000068,https://nla.gov.au/nla.news-page17362317,"Sir Robert Lieburn and his wife were not particularly silly, as newly married couples go. For one thing, Sir Robert was thirty something; and when yon",171.14344787597656,Empty,0,Empty,0,0,0,text/18931103-715-147000068.txt,Empty,Empty,"Trafalgar, Engadine, America"
1016,1118,23894,147275009,GHOSTS AND GOBLINS.,1873-08-26,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,752,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article147275009,https://nla.gov.au/nla.news-page17543837,"It would be easy to fill page after page with the details of the various ideas entertained about ghosts, goblins, and demons. Such ideas extend not only to the",11.561457633972168,Empty,0,Empty,0,0,0,text/18730826-558-147275009.txt,Empty,Empty,Cftsos
1017,1119,23937,147322080,GHOST OR MADMAN.,1878-10-17,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,409,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article147322080,https://nla.gov.au/nla.news-page17534774,"Last Sunday night week two men were returning home from Kerang to their residence near Barr Creek, but before reaching this creek they unfortunately lost",203.62503051757807,Empty,0,Empty,0,0,0,text/18781017-558-147322080.txt,Empty,Empty,None
1018,1120,23951,147370017,A SCOTCH GHOST.,1872-05-10,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,293,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article147370017,https://nla.gov.au/nla.news-page17537886,"Much uneasiness is at present caused in Edinburgh by a ghost who has appeared, it is stated, in various quarters of the city. The latest information, according to the",202.9393310546875,Empty,0,Empty,0,0,0,text/18720510-558-147370017.txt,Empty,Empty,"Edinburgh, Holy, Palace, Princes, Fountainbridge, Russian, Edinburgh"
1019,1121,23957,147370961,A SOUTH SHIELDS GHOST STORY.,1872-05-30,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,638,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article147370961,https://nla.gov.au/nla.news-page17537941,"One of the most famous of these haunted mansions is in the Old Hall, in West Holborn, South Shields, former-y the residence of some rich shipowner, who at present is",171.72628784179688,Empty,0,Empty,0,0,0,text/18720530-558-147370961.txt,Empty,Empty,"West, South Shields"
1020,1122,23981,147623579,SPIRIT OF THE PRESS.,1892-08-12,2,714,The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser (SA : 1880 - 1954),Article,239,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article147623579,https://nla.gov.au/nla.news-page17369292,The August number of Our Herald (the Y.M.C.A. monthly journal) is to hand. A new American magazine on the lines of Harper's and the Century will shortly apper.,2.054015636444092,Empty,0,Empty,0,0,0,text/18920812-714-147623579.txt,Empty,Empty,"HERALD, AMERICAN, WHITE RIBLON,  CROSS"
1021,1123,24105,148018122,CORRESPONDENCE. NOT THE GHOST OF A CHANCE. (TO THE EDITOR OF THE CHRONICLE.),1870-02-19,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,198,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148018122,https://nla.gov.au/nla.news-page17455456,"SIR,—An advertisement appeared in your columns of Thursday, inviting applications from persons willing to undertake the duties of the following officers—namely, Town Clerk,",105.39364624023438,Empty,0,Empty,0,0,0,text/18700219-731-148018122.txt,Empty,Empty,"Nuisances, Colons"
1022,1124,24129,148034041,THE GHOST AND THE BED-CLOTHES.,1898-03-19,5,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,173,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148034041,https://nla.gov.au/nla.news-page17616469,THIS is a true ghost story of so unconventional kind A young lady arrived late at night on a visit to a friend. She awoke in the darkness to find a white,159.7648162841797,Empty,0,Empty,0,0,0,text/18980319-731-148034041.txt,Empty,Empty,None
1023,1125,24131,148034310,BENTLEY'S GHOST.,1898-01-01,5,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,2259,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148034310,https://nla.gov.au/nla.news-page17616181,"It all happened during my second voyage to Rio in the Vixen. Mark Bentley had taken passage with as, and a likelier young: man you never saw. He",223.2343139648437,Empty,1,2018-05-22T06:50:38Z,0,0,0,text/18980101-731-148034310.txt,Empty,Empty,"Vixen, Barton, Bentley, Rio, Rio, Bentley, Magsby, Magsby, Vixen, Magsby, Rio Harbour, Green, Vixen"
1024,1126,24195,148108550,THE GHOST THAT JIM SAW.,1884-08-22,4,714,The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser (SA : 1880 - 1954),Article,405,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148108550,https://nla.gov.au/nla.news-page17367627,"Why, as to that, said the engineer, Ghosts ain't things we are apt to fear; Spirits don't fool with levers much, And throttle-valves don't take to such.",170.83624267578125,Empty,0,Empty,0,0,0,text/18840822-714-148108550.txt,Empty,Empty,"Ghosts, Test, East, Eastern, Thai"
1025,1127,24219,148116418,"THE SONG OF HIAWATHA PORT XIX, THE GHOSTS.",1886-08-20,4,714,The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser (SA : 1880 - 1954),Article,1352,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148116418,https://nla.gov.au/nla.news-page17368043,"Never stoops the soaring vulture On his quarry in the desert, On the sick or wounded bison, But another vulture, watching",4.214670658111572,Empty,0,Empty,0,0,0,text/18860820-714-148116418.txt,Empty,Empty,"Northland, Very, Ponemah, Hiuwatlia, Aadows, Hiawatha, Bringing, Chibiabos, Ponemah"
1026,1128,24250,148152743,NOTES BY THE WAY. WAIFS AND STRAYS I HAVE MET. MY MOONLIGHT APPARITION.,1899-07-05,3,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,2338,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148152743,https://nla.gov.au/nla.news-page17618219,"To those readers who have condescended to peruse my previous notes touching ""Waifs and Strays,"" it will be scarcely necessary to explain that it has always been my",4.845677375793457,Empty,0,Empty,0,0,0,text/18990705-731-148152743.txt,Empty,Empty,"Queensland, Captain Cook"
1027,1129,24260,148210205,"LAW COURTS. WOODSIDE POLICE COURT. [BEFORE MR. H. SWAN, S.M., AND MESSRS. R. W. KLEINSCHMIDT AND R. P. KEDDIE, JS.P.] THURSDAY, MAY 28. A GHOST WELL AND TRULY LAID.",1896-05-29,3,714,The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser (SA : 1880 - 1954),Article,328,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148210205,https://nla.gov.au/nla.news-page17370085,A. Rudd was charged on the information of M.C. Keating with disguising himself by means of a white cloth in a public place and therefore being deemed idle and disorderly.,56.914581298828125,Empty,0,Empty,0,0,0,text/18960529-714-148210205.txt,Empty,Empty,None
1028,1130,24262,148210277,THE POET AND THE GHOST AT WOODSIDE.,1896-06-05,4,714,The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser (SA : 1880 - 1954),Article,205,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148210277,https://nla.gov.au/nla.news-page17370090,"Coming home from Woodside One starry night from the post, A figure stood before me Which just looked like a ghost.",147.63282775878906,Empty,0,Empty,0,0,0,text/18960605-714-148210277.txt,Empty,Empty,None
1029,1131,24271,148241678,CHIP'S GHOSTS STORY. (ONCE A WKEK.),1879-05-17,3,734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",Article,1691,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148241678,https://nla.gov.au/nla.news-page18150124,WE were running so far south that the sailors said in jest that the skipper antended to circumnavigate the Pole. A snow-dift three feet deep often they upon,4.1290059089660645,Empty,0,Empty,0,0,0,text/18790517-734-148241678.txt,Empty,Empty,"AU, KT, CHIPS, PRISCIAU, EOYSELF, CHIPS, GALE, , GAIT, WORN"
1030,1132,24332,148446536,THE TRUE STORY OF FISHER'S GHOST. BY MARCUS CLARKE.,1875-09-11,4,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,3671,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148446536,https://nla.gov.au/nla.news-page17569990,"THOSE ladies and gentlemen who stimulate themselves by a belief in Apparitions of the spirits of deceased human beings have several ""well-authenticated"" ghost",130.42019653320312,Empty,0,Empty,0,0,0,text/18750911-731-148446536.txt,Empty,Empty,"AUSTRALASIAN, APPARITIONS, DEFOE, FISHER, PROVIDENCE, TEGG, BRITISH, HAMLET, CAMPBELLTOWN, SVDNEY, TEGG, CAMPBELLTOWN, ENGLAND, FISHER, FISHER, FISHER, ENGLAND, WHITE, WHITE, FISHER, PENRITB, FISHER, ENGLAND, ENGLAND, FARLEY, ENGLANI, IIIS, M, ENGIAND, JYOUR, FISHER, WORRAL, TEGG, FISHER, WORRAL, SYDNEY, COOPER, WORRAL, FISHER, ENGLAND, WORRAL, COOPER, WORRAL, FISHER, HOPKINS, FISHER, FISHER, ENGLAND, JUNE, COOPER, JULY, OC, FISHER, JARL, FISHER, "
1031,1133,24336,148446854,A CONSIDERATE GHOST.,1875-12-18,6,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,675,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148446854,https://nla.gov.au/nla.news-page17570218,"THERE having been stories circulated relating to the ""haunted Turner farm,"" four miles south of the village of Byron in Shiawassee County, Mich., a lady",202.4853973388672,Empty,0,Empty,0,0,0,text/18751218-731-148446854.txt,Empty,Empty,"Turner, De"
1032,1134,24416,148584879,A GHOST AT NOON-DAY,1881-12-23,3,734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",Article,1055,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148584879,https://nla.gov.au/nla.news-page18169929,WE have received the following extrao[?]dinary narrative from a correspondent for whose good faith and professional acuteness of observation we can voueh. He substantiates his,170.7170867919922,Empty,0,Empty,0,0,0,text/18811223-734-148584879.txt,Empty,Empty,"Hp, Vaifi"
1033,1135,24417,148584948,THE GHOST OF J. D. HUME.,1882-02-10,3,734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",Article,507,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148584948,https://nla.gov.au/nla.news-page18169970,"I, James Dracon Hume having been sent to make and provide for the relief of the needy and the destitute, and for the relief of all who are mow suffering from",158.5654296875,Empty,0,Empty,0,0,0,text/18820210-734-148584948.txt,Empty,Empty,", GOVERN"
1034,1136,24421,148588286,GOOD OLD GHOSTS. A PHANTOM PLOUGHMAN.,1889-07-13,2,734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",Article,667,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148588286,https://nla.gov.au/nla.news-page18172480,"In the north-western corner of Lower Merion Township, Montgomery County, Pa., a great hubbub has been raised by a phantom farmer who is nightly seen",11.887279510498049,Empty,0,Empty,0,0,0,text/18890713-734-148588286.txt,Empty,Empty,None
1035,1137,24429,148604975,"SIR H. DRUMMOND WOLFF'S GHOST STORY. ""A MYSTERIOUS SUMMONS.""",1888-06-09,8,734,"Eastern Districts Chronicle (York, WA : 1877 - 1927)",Article,2092,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148604975,https://nla.gov.au/nla.news-page18171855,"The following story was told me by a lady She was the wife of a rich Squire in the east of England, after whose death she married a well-known",129.95822143554688,Empty,0,Empty,0,0,0,text/18880609-734-148604975.txt,Empty,Empty,"FNGHIUD, ITALIAN, FRENCH, COUNT, ENG, , COUNT, CASE, ENGLAND, , COUNT, FIKIIEE, , ELORE"
1036,1138,24461,148666496,A GHOST STORY. (TO THE EDITOR OF THE CHRONICLE.),1881-07-09,1 S,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",Article,479,N,Empty,SUPPLEMENT TO THE Maryborough Chronicle,Empty,https://nla.gov.au/nla.news-article148666496,https://nla.gov.au/nla.news-page17529929,"SIR,—I received a letter from my sister in Blaney, N. S. Wales, informing me of a most singular affair that occurs nightly in Berrima.",130.70266723632812,Empty,0,Empty,0,0,0,text/18810709-731-148666496.txt,Empty,Empty,"Blaney, Berrima, Most, Patience, Angela, Long"
1037,1139,24484,148702655,GHOSTS. TO THE EDITOR OF THE GEELONG ADVERTISER.,1864-01-07,2,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,146,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148702655,https://nla.gov.au/nla.news-page17535414,"SIR,—As a stranger, here, I should be sorry to have it supposed that I deem the pretensions of modern spiritualism well-founded. Allow me, therefore, to add to the kind report of my",13.20545482635498,Empty,0,Empty,0,0,0,text/18640107-558-148702655.txt,Empty,Empty,"GHOSTS, R"
1038,1140,24528,148773398,A CARNIVAL OF SPIRITS.,1875-01-19,4,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,633,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148773398,https://nla.gov.au/nla.news-page17544757,"The millions of Spiritualists in the United States, says the Chicago Tribune, find their Mecca just now in a little farmhouse which lies seven miles north of",2.091925382614136,Empty,0,Empty,0,0,0,text/18750119-558-148773398.txt,Empty,Empty,"UNITED STATES, EUT, VT, , SCOTLAND, INDIAN, HONTA, LONDON"
1039,1141,24546,148779686,FROM THE GHOST'S POINT OF VIEW. (TIME.),1885-03-21,2 S,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,1063,N,Empty,Supplement to The Geelong Advertiser.,Empty,https://nla.gov.au/nla.news-article148779686,https://nla.gov.au/nla.news-page17539274,"The phenomena called ""Hauntings,"" the phenomena of haunted houses, have a veritable psychological interest. Whether we believe that the sights and sounds",147.9971160888672,Empty,0,Empty,0,0,0,text/18850321-558-148779686.txt,Empty,Empty,"SOMERSET, COMBE, "
1040,1142,24600,148907809,THE CHILWELL GHOST. TO THE EDITOR.,1876-01-27,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,210,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148907809,https://nla.gov.au/nla.news-page17546773,"Sir,— The inhabitants of the ""model borough"" are just now suffering from an unquiet spirit. It is reported that the ghost leaves the peaceful shades of the",158.36207580566406,Empty,0,Empty,0,0,0,text/18760127-558-148907809.txt,Empty,Empty,"Eastern Cemetery, Chilwell, Iris, Chilwell, Endoci"
1041,1143,24614,148911616,ROBBED AND MISTAKEN FOR A GHOST.,1876-06-19,3,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,484,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article148911616,https://nla.gov.au/nla.news-page17547264,"The Mechanicsburg (Cumberland County) Journal tells a story that seems almost incredible, though it is vouched for as strictly true. Samuel Erb, of East",159.7331085205078,Empty,0,Empty,0,0,0,text/18760619-558-148911616.txt,Empty,Empty,East Penns
1042,1144,24756,149496237,"SIR H. D. WOLFF'S GHOST STORY. ""A MYSTERIOUS SUMMONS.""",1888-05-05,1 S,742,"Daily Telegraph (Launceston, Tas. : 1883 - 1928)",Article,2090,N,Empty,SUPPLEMENT THE DAILY TELEGRAPH,Empty,https://nla.gov.au/nla.news-article149496237,https://nla.gov.au/nla.news-page18295285,"The following story was told me by a lady. She was the wife of a rich squire in the east of England, after whose death she married a well-known Italian. She was a",130.0839080810547,Empty,0,Empty,0,0,0,text/18880505-742-149496237.txt,Empty,Empty,"ENGLAND, ITALIAN, FRENCH, FRENCH, ENGLAND, , COUNT, COUNT, COUNT, COUNT, ENGLAND, PRANCE, NORTH, CLOT, COUNT, BELGIUM, , "
1043,1145,24825,149735254,A TRUE GHOST STORY. THE FAMILY SECRET.,1897-01-02,5,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,341,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article149735254,https://nla.gov.au/nla.news-page17610563,"The London "" Telegraph "" of a recent date says A weird story of tho appearance of a ghost at Brighton reaches us from Mr Thomas Lucas Smith, who",148.26992797851562,Empty,0,Empty,0,0,0,text/18970102-558-149735254.txt,Empty,Empty,", MANSION HOUSE"
1044,1146,24826,149735255,OUR GHOST-STEPS.,1897-01-02,5,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,2600,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article149735255,https://nla.gov.au/nla.news-page17610563,""" They are only the ghost-steps, uncle; you need not move."" "" Ghost-steps! Nonsense, my dear."" Ho halted a moment, looking at me in",202.3733367919922,Empty,0,Empty,0,0,0,text/18970102-558-149735255.txt,Empty,Empty,"AUS, ALBURY,YEUR, DAD, SOUNDS, DAD"
1045,1147,24834,149740339,"SOME MODERN GHOST STORIES,",1897-04-24,5,558,Geelong Advertiser (Vic. : 1859 - 1929),Article,443,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article149740339,https://nla.gov.au/nla.news-page17610998,The still unsolved mystery of thelio Ehtliwestohgliost is not without comparatively recent parallel. The good people of Perth were much exercised last,185.73098754882807,Empty,0,Empty,0,0,0,text/18970424-558-149740339.txt,Empty,Empty,"Editliweston, Dnrweston, Pulvorbatcb"
