Unnamed: 0,line_num,og_line_num,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames,latitude,longitude
3009,3274,74680,252760397,THE “MELLON” SPIRITUALISM.,1894-11-03,8,1368,"The Cumberland Mercury (Parramatta, NSW : 1875 - 1895)",Article,359,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252760397,https://nla.gov.au/nla.news-page28113896,The Mellon spiritualism is thus trenchantly dealt with by a writer to a Sydney journal :— “There would seem to be epidemics of,1.9620237350463867,Empty,0,Empty,0,0,0,text/18941103-1368-252760397.txt,Empty,Empty,"Mdlon, Sydney, Sydney",-32.69018,115.9454
3010,3275,74687,252762551,"“MY JAIL JOURNAL.” OUR EDITOR IN PRISON. FOURTEEN NIGHTS WITH THE SPIRIT OF DEEMING. [BY J. M. DREW.] TOM HUCHES-THE WEST AUSTRALIAN BUSHRANGER. WEDNESDAY, JUNE 19TH, 1895. (CONTINUED.)",1895-10-02,3,1414,Geraldton Advertiser (WA : 1893 - 1905),Article,1514,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252762551,https://nla.gov.au/nla.news-page28073593,"After his third brush with the police, Hughes, daring the night, robbed the hut of a Chinese gardener, who lived across the river, but who, perhaps,",5.972559928894043,Empty,2,2022-07-03T09:38:32Z,0,0,0,text/18951002-1414-252762551.txt,Empty,Empty,"Hughes, Chinese, Fremantle, North, Perth, Rtiflicient, Perth, Fremantle, Fremantle, Fremantle, Perth",-35.33416666666667,149.09361111111113
3011,3276,74703,252779332,"A MODERN SPIRIT. GHOSTLY GAMBOLS. MELBOURNE, SEPTEMBER 5.",1898-09-05,3,1414,Geraldton Advertiser (WA : 1893 - 1905),Article,42,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252779332,https://nla.gov.au/nla.news-page28089987,"Daring the last ten days a practical joker in the traditional garb of a ghost has been parading the suburbs of Bendigo after nightfall, and so far",33.22652816772461,Empty,0,Empty,0,0,0,text/18980905-1414-252779332.txt,Empty,Empty,"Septenber5, Bendigo",-36.7588767,144.2825931
3012,3277,74732,252917363,A LEGEND OF KILMORE SPIRITS.,1870-07-16,4,1464,Sydney Punch (NSW : 1864 - 1888),Article,577,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252917363,https://nla.gov.au/nla.news-page28009926,"There is up the country a town call'd Kilmore; And there is in that town a hostel and store, Which is haunted by spirits, O.P., and galore, 'Twas haunted by rappings, but is so no more;",2.392068862915039,Empty,0,Empty,0,0,0,text/18700716-1464-252917363.txt,Empty,Empty,Kilmore,-37.29708481,144.9512482
3013,3278,74736,252917561,NEW VERSION OF THE GHOST SCENE IN HAMLET. (SEE CARTOON.),1871-03-11,3,1464,Sydney Punch (NSW : 1864 - 1888),Article,352,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252917561,https://nla.gov.au/nla.news-page28010221,"Hamlet (the Hon. J. Robertson,) loq. Speak ! I am bound to hear. Ghost (the shade of the late Hon. D. Egan,) loq. So art thou to revenge when thou shalt hear. Ham. What?",123.3578643798828,Empty,0,Empty,0,0,0,text/18710311-1464-252917561.txt,Empty,Empty,"Hamlet, List, Hamlet, Lethe, Christian, Death, Apathy, Hamlet",-34.96509858,150.2178515
3014,3279,74747,252918258,A PROPHETIC LYRE. (NOT BY THE GHOST OF BYRON.),1871-03-25,10,1464,Sydney Punch (NSW : 1864 - 1888),Article,261,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article252918258,https://nla.gov.au/nla.news-page28010245,"THE Treasurer pounced like a wolf on the fold, And his Tariff was gleaming with bunkum all bold; And the cheek of his colleagues was as wondrous to me As the cheek of the sharks when they swim in the sea.",130.2688446044922,Empty,0,Empty,0,0,0,text/18710325-1464-252918258.txt,Empty,Empty,"Byron, Baal",-27.066666666666666,152.68333333333334
3015,3280,74771,253058340,THE GHOST OF A GOOSE.,1848-06-08,2,1472,The Sydney Daily Advertiser (NSW : 1848),Article,813,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253058340,https://nla.gov.au/nla.news-page28006547,"''My lord, there are ten thousand --Geose, villain! Where got'st thou that goose-look?""--SHAKSPEARE. There's an obstinate man who enjoys his own way.",172.02410888671875,Empty,7,2022-07-22T05:48:59Z,2,0,0,text/18480608-1472-253058340.txt,Empty,Empty,"Geese, West",-37.09844621,149.4679006
3016,3281,74785,253061783,THE PAINTER AND THE GHOST. A LEGEND OF SYDNEY.,1872-05-16,3,1464,Sydney Punch (NSW : 1864 - 1888),Article,1030,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253061783,https://nla.gov.au/nla.news-page28010789,"O, WHO can tell of the dark deeds done When the blithesome day its coarse has run ? Ah, who can tell of the lives of those Whose doings the daylight doth seldom disclose--",130.1783905029297,Empty,0,Empty,0,0,0,text/18720516-1464-253061783.txt,Empty,Empty,"Sydney, Cold, Things, Holding",-33.865,151.2094444
3017,3282,74805,253063900,"GHOST ON THE BRAIN. NO. 1.--A WIDDLE, BY SKEPTIC.",1880-07-10,8,1464,Sydney Punch (NSW : 1864 - 1888),Article,106,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253063900,https://nla.gov.au/nla.news-page28015478,Q. WHAT was the difference between the Bendigo ghost and the wood carters who (fancied they) saw it? A. The ghost was headless--the ghost-seers were brainless.,123.2795867919922,Empty,0,Empty,0,0,0,text/18800710-1464-253063900.txt,Empty,Empty,"Ghost, Brain",-32.8425,147.21666666666667
3018,3283,74823,253065456,SETTLING A GHOST.,1888-07-07,3,1464,Sydney Punch (NSW : 1864 - 1888),Article,611,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253065456,https://nla.gov.au/nla.news-page28018350,"""Do you believe in ghosts?"" ""I do nowadays, but I didn't formerly."" ""What made you change your mind?""",202.3733367919922,Empty,0,Empty,0,0,0,text/18880707-1464-253065456.txt,Empty,Empty,"TIENTSIN, CHINA, BRITISH, CHINA, AUSTRALIANS, CHINESE, AUSTRALIA, BRITISH, PEKIN, LONDON, RUSSIA, PEKIN, AUSTRALIA, CHINESE, MELBOURNE, QUEENSLAND, SYDNEY, TASMANIA, BRISBANE, VICTORIA, ADELAIDE,SOUTH WALES, LAIMCESTON, SOUTH AUSTRALIA, AUSTRALIAN, AUSTRALIA, CHINESE",-34.33792,143.46918
3019,3284,74828,253065815,A GHOST IN TROUBLE.,1883-11-10,7,1464,Sydney Punch (NSW : 1864 - 1888),Article,379,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253065815,https://nla.gov.au/nla.news-page28018140,"SUN LOONG of Ballarat died. And then, for no other",186.52569580078125,Empty,0,Empty,0,0,0,text/18831110-1464-253065815.txt,Empty,Empty,"Trouble, Court, Elysian",-24.12229,118.3622
3020,3285,74837,253066606,THE GHOST'S CABINET,1883-05-26,3,1464,Sydney Punch (NSW : 1864 - 1888),Article,331,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253066606,https://nla.gov.au/nla.news-page28017912,"THE night was cold and wet. The Daily Telegraph and the Herald had passed around from the Necropolis to Rookwood, and the Parramatta contingent from the",203.7123870849609,Empty,0,Empty,0,0,0,text/18830526-1464-253066606.txt,Empty,Empty,Hopkins,-33.58166667,149.0677778
3021,3286,74841,253066923,"TOPOGRAPHICAL TIPS IN PROVERBIAL PHILOSOPHY. (DEDICATED, WITHOUT PERMISSION, BY OUR PAST (B)RANDIAL POET, TO THE GHOST OF MARTIN TUPPER.) I.",1883-03-03,9,1464,Sydney Punch (NSW : 1864 - 1888),Article,239,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253066923,https://nla.gov.au/nla.news-page28017790,"Similia similibus curantur. -- Hahnemann. THERE was an old man of Seringapatam, Who lived upon nothing but",76.63699340820312,Empty,0,Empty,0,0,0,text/18830303-1464-253066923.txt,Empty,Empty,"Make, Chergavenny",-26.380833,153.044449
3022,3287,74853,253067612,"""IT IS AN HONEST GHOST--THAT LET ME TELL YOU,"" SHAKESPEARE.",1866-01-13,1,1464,Sydney Punch (NSW : 1864 - 1888),Article,154,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253067612,https://nla.gov.au/nla.news-page28007980,"MR. PUNCH has long read and been told that there is ""a skeleton m every house,"" (not that he has ever tumbled across one yet, unless the book of ""bad debts"" in his office may be taken as a specimen of this objectionable ""presence"") but he did not know until lately that he",116.40635681152344,Empty,0,Empty,0,0,0,text/18660113-1464-253067612.txt,Empty,Empty,Spectropian Almanac,-32.91657,116.1698
3023,3288,74879,253069959,GHOSTS OF THE POETS.--II.,1882-03-04,8,1464,Sydney Punch (NSW : 1864 - 1888),Article,103,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253069959,https://nla.gov.au/nla.news-page28016265,"Wild fury fill 'd the Bushman's breast, And, snatching rifle from its rest, Like fire the blood coursed through the veins That fed a heart that scorned Death's pains!",4.181239604949951,Empty,0,Empty,0,0,0,text/18820304-1464-253069959.txt,Empty,Empty,,Empty,Empty
3024,3289,74882,253070477,GHOSTS OF THE POETS. I.,1882-02-18,4,1464,Sydney Punch (NSW : 1864 - 1888),Article,191,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253070477,https://nla.gov.au/nla.news-page28016239,"Low on the heath I see the traveller lie, One manly hand beneath his weary head ; Rising and falling in a gentle sigh, Draws his faint breath upon his grassy bed ;",4.086026191711426,Empty,0,Empty,0,0,0,text/18820218-1464-253070477.txt,Empty,Empty,"Past, North Wagga, Ireland",-35.1906575,146.6146215
3025,3290,74885,253070839,GHOSTS OF THE POETS.,1882-03-25,9,1464,Sydney Punch (NSW : 1864 - 1888),Article,218,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253070839,https://nla.gov.au/nla.news-page28016294,"T ill his head with aching was tired, H is voice was wearing away, 0 ur Premier plied his vocabulary wide, M idst senators grave and gay ;",4.324598789215088,Empty,0,Empty,0,0,0,text/18820325-1464-253070839.txt,Empty,Empty,Christ,55.3558,9.4815
3026,3291,74894,253222297,A HEADLESS GHOST AT THE DUNDONGS AND A TRUNKLESS GHOST AT CIRCULAR QUAY.,1869-04-24,7,1464,Sydney Punch (NSW : 1864 - 1888),Article,349,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253222297,https://nla.gov.au/nla.news-page28009390,"THE Upper Bogan correspondent of the Dubbo Dispatch states ""that the mailman, last trip up, says he saw a man without a head walk past him while camping at the Dundongs the other night. Other people have seen, or fancied they saw, something there. A man was",163.21701049804688,Empty,0,Empty,0,0,0,text/18690424-1464-253222297.txt,Empty,Empty,"UPPER BOGAN, BELMORE, ENGLAND, SYDNEY, ",-36.30902285,147.9068046
3027,3292,74917,253222692,"GIVING UP THE ""GHOST;"" OR, PARKES AND HIS NEW GOVERNMENT SUPPORTERS.",1868-12-19,5,1464,Sydney Punch (NSW : 1864 - 1888),Article,26,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253222692,https://nla.gov.au/nla.news-page28009247,"(WHAT WE MIGHT HAVE SEEN IF THE CRIMINAL LAW HAD ALLOWED ""JOHN"" TO DO IT.)",116.75448608398438,Empty,0,Empty,0,0,0,text/18681219-1464-253222692.txt,Empty,Empty,,Empty,Empty
3028,3293,74928,253222950,"PARKES'S PATENT GHOST; OR, THE MURDER MUST OUT.",1868-12-12,5,1464,Sydney Punch (NSW : 1864 - 1888),Article,47,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253222950,https://nla.gov.au/nla.news-page28009239,"""By Heaven! I'll make a Ghost of him that lets me."" ""It is a note est Ghost--that let me tell you."" ""The image of a murder done at--Kiama."" Hamlet, slightly Parkesified.",138.8721923828125,Empty,0,Empty,0,0,0,text/18681212-1464-253222950.txt,Empty,Empty,Parlcesifieil,Empty,Empty
3029,3294,74935,253223039,MR. PUNCH'S BRITISH CLASSICS. THE GHOSTIAD; AN EPIC. (RESPECTFULLY DEDICATED TO H. R. H. PRINCE ALFRED.) BOOK I.--THE ARGUMENT.,1869-03-06,1,1464,Sydney Punch (NSW : 1864 - 1888),Article,1120,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253223039,https://nla.gov.au/nla.news-page28009328,"The Knights of the Ghost having invaded New South Wales, both sides prepare for a mill. Names of the horses and colors of the riders. ARMS! and the men I sing; who, forced by Fate, And howling zealots' unrelenting hate,",32.75322723388672,Empty,8,2022-08-26T05:07:22Z,3,0,0,text/18690306-1464-253223039.txt,Empty,Empty,"NEW SOUTH WALES, STYGIAN, SOUTHERN,SOUTH WALES, INDULGE, OR, OH, CHIEFS, TROJANS, CHIEFTAIN, HUMBUG",-32.16291878689,147.0321716843
3030,3295,74940,253223186,"""HAVE YOU SEEN THE GHOST!"" A NEW EDITION, TO THE ORIGINAL AIR. ""DE GHOST-IBUS ID EST DISPUTANDUM.""",1868-12-24,7,1464,Sydney Punch (NSW : 1864 - 1888),Article,398,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253223186,https://nla.gov.au/nla.news-page28009256,"Sensations now are all the rage, to make the people stare; And members to Macquarie-steet each evening repair, Where questions fly both thick and fast from legislative host-- ""Has Parkes produced his spectre yet?""--""Pray have you seen the",138.51998901367188,Empty,2,2020-03-09T10:50:57Z,4,0,0,text/18681224-1464-253223186.txt,Empty,Empty,"Where, Dan, Parkes",-29.8562,139.3376
3031,3296,74968,253224123,HAVE YOU SEEN THE GHOST ?,1870-02-12,1,1464,Sydney Punch (NSW : 1864 - 1888),Article,284,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253224123,https://nla.gov.au/nla.news-page28009725,"THE theatrical notice which appeared in last Tuesday's Herald contains the following exquisitely constructed sentence:--Mr. Hoskins, as the Ghost, has been for several years a feature of the Australian stage, and has lost none of its power by recent repetition.",170.53790283203125,Empty,0,Empty,0,0,0,text/18700212-1464-253224123.txt,Empty,Empty,"AUSTRALIAN, AUSTRALIAN, AUSTRALIAN, AUSTRALIAN, PROSPERO, ",-34.5356887,137.3638288
3032,3297,74973,253224233,"THE MONSTER DIAMOND; OR, ""HAVE YOU SEEN THE STONE?"" AIR, ""HAVE YOU SEEN THE GHOST?""",1869-08-21,2,1464,Sydney Punch (NSW : 1864 - 1888),Article,591,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253224233,https://nla.gov.au/nla.news-page28009528,"Our town and state has been of late work'd up to fever heat, You hear bystanders loudly prate in knots about each street; They rush about,--they rave and shout,--their frenzy knows no bound, And of the diamond they spout--in Armidale 'twas found.",95.75225830078124,Empty,3,2020-03-12T00:08:44Z,2,0,0,text/18690821-1464-253224233.txt,Empty,Empty,"Armidale, Brobdingnagian",-30.54369524,151.619996
3033,3298,74983,253224519,THE APPARITION COMES! (VIDE CARTOON.),1871-10-14,3,1464,Sydney Punch (NSW : 1864 - 1888),Article,737,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253224519,https://nla.gov.au/nla.news-page28010500,"ONCE, within a midnight dreary, Martin pondered glum and weary By a light that shed no cheery beams across the office-floor; And his Bills were all before him-- priest of duties ad valorem, Chief of many a trusting quorum that has helped him heretofore--",12.251266479492188,Empty,0,Empty,0,0,0,text/18711014-1464-253224519.txt,Empty,Empty,"Kiama, Hast, Night, Plutonian, Shadow",-34.6652,150.8512
3034,3299,74987,253224637,THE PHANTOM BOOMERANG.,1871-11-18,12 S,1464,Sydney Punch (NSW : 1864 - 1888),Article,507,Y,Empty,"SUPPLEMENT TO ""SYDNEY PUNCH""",Empty,https://nla.gov.au/nla.news-article253224637,https://nla.gov.au/nla.news-page28010564,"IF you travel, my children, some eighty-four miles In a steamer or ship when the deep ocean smiles-- If you travel down south, at that distance you'll see A town on the side which the sailors call ""lee,""",14.672370910644531,Empty,0,Empty,0,0,0,text/18711118-1464-253224637.txt,Empty,Empty,"Blunderbore, Cain",-29.448333333333334,151.96777777777777
3035,3300,74993,253225433,PUNCH'S PARLIAMENTARY SPIRIT.,1873-09-26,4,1464,Sydney Punch (NSW : 1864 - 1888),Article,1600,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253225433,https://nla.gov.au/nla.news-page28011436,FATAL day in the history of the Legislative Council;,5.695016860961914,Empty,0,Empty,0,0,0,text/18730926-1464-253225433.txt,Empty,Empty,"Council, Cook, Sc, Shakspeare, Newcastle, Sydney, Captain",-37.7401302,145.0015194
3036,3301,74994,253225460,"PUNCH'S PARLIAMENTARY SPIRIT. WEDNESDAY, SEPTEMBER 10.",1873-09-19,1,1464,Sydney Punch (NSW : 1864 - 1888),Article,1858,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253225460,https://nla.gov.au/nla.news-page28011421,"[?] BY the curt, but courteous, replies of His Excellency to the addresses of the Honorable Gentlemen of the Council and the Gentlemen of the Assembly, they",5.236191749572754,Empty,0,Empty,0,0,0,text/18730919-1464-253225460.txt,Empty,Empty,"PRAGUE, FAST, VENUS, SMOLLETT, MANGNALL, , ST. BARTHOLOMEW, PANDEMONIUM, BELIAL, EDUCATION, COLONY, COLONY, GIBBON, HISTORY, SESSION, PHILLIPS, BURNS",50.0663,14.4007
3037,3302,74999,253225754,THE TOTTLEPOT POEMS. NO. 6. THE LEGEND OF THE PHANTOM PUMPIST.,1873-07-25,4,1464,Sydney Punch (NSW : 1864 - 1888),Article,631,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253225754,https://nla.gov.au/nla.news-page28011346,"A sallow-faced stranger sate by the fire, In a room at the ""Lump of Gold;"" To tell us a story was his desire, And this is the tale he told.",9.038354873657228,Empty,0,Empty,0,0,0,text/18730725-1464-253225754.txt,Empty,Empty,"Long, Was",-17.55,141.7833333
3038,3303,75012,253227607,A CASE OF SPIRITS.,1875-12-17,2,1464,Sydney Punch (NSW : 1864 - 1888),Article,943,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253227607,https://nla.gov.au/nla.news-page28012654,"Spirits are not finely touched, But to find issues. Measure for Measure. Ha! ah! vewy [?]ne issues--Ah! jolly fine measures! Ya-as.--Dundreary. THE Rev. J. A. Nolan was, last week, charged before SYDNEY PUNCH,",14.800655364990234,Empty,0,Empty,0,0,0,text/18751217-1464-253227607.txt,Empty,Empty,", AUSTRALIAN, FISHER, CAMPELLTOWN, COURT, COLONY, EGYPTIAN, DIVINE, COLONY, VENUS",-34.5356887,137.3638288
3039,3304,75015,253228229,THE MACQUARIE STREET GHOST. (VIDE CARTOON.),1881-09-03,2,1464,Sydney Punch (NSW : 1864 - 1888),Article,463,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253228229,https://nla.gov.au/nla.news-page28017257,"Oh! what is that spectral form we view, With glaring, goggling optics two, And shadowy outline misty white, That looms so large in the garish light?",158.2774658203125,Empty,0,Empty,0,0,0,text/18810903-1464-253228229.txt,Empty,Empty,"Saul, Israel, Macquarie Street, Secure",-33.7817772,147.8678756
3040,3305,75037,25325392,"TROUBLED BT GHOSTS. DOCTORS DECLARE WILLIAMS SANE. DETECTIVES THREATENED WITH DEATH MELBOURNE, APRIL 8.",1892-04-09,5,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",Article,479,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article25325392,https://nla.gov.au/nla.news-page2310620,"The excitement in connection with the Windsor tragedy has abated to some extent, though it is still a leading topic of conversation, and every item concerning",3.903579711914064,Empty,1,2010-06-24T04:17:05Z,2,0,0,text/18920409-34-25325392.txt,Empty,Empty,Crown,-33.531666666666666,149.91777777777776
3041,3306,75041,25326104,PROMOTION AND DEGRADATION OF A SPIRIT.,1892-04-20,7,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",Article,647,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article25326104,https://nla.gov.au/nla.news-page2310700,"Three recent issues of the Pekin Gazette contain the records of a very carious transaction in which the Emperor took part. It has reference to Ma Ju-Lung, formerly",12.255575180053713,Empty,0,Empty,0,0,0,text/18920420-34-25326104.txt,Empty,Empty,"Yunnan, Panthay, Yunnan, Chinese, Mahomedan, Yunnan, Vunnanese, Pekin, Hades",-27.9,146.9833333
3042,3307,75060,253361569,CORRESPONDENCE. GHOSTS. TO THE EDITOR OF THE “ ELEMORE STANDARD.”,1885-05-29,1,1483,The Elmore Standard (Vic. : 1882 - 1920,Article,224,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article253361569,https://nla.gov.au/nla.news-page28152037,"Sir.— I have heard of ghosts, ghosts vampirea, bunyins, [?], but hittherto have escaped their company and I am happy to say I am “all right up to",6.146627426147461,Empty,0,Empty,0,0,0,text/18850529-1483-253361569.txt,Empty,Empty,"Nature, Harris, Jbome Is, Che, Bain",-35.32638888888889,149.10083333333333
